2,2469
2,2878
2,4139
2,5995
2,6811
3,4113
3,6901
3,7110
3,7433
3,7452
4,690
4,880
4,2200
4,4134
4,5934
5,232
5,1206
5,6983
5,7537
6,1755
6,2064
6,3532
6,4968
6,7693
7,1582
7,1683
7,3638
7,6165
7,7309
12,645
12,7661
12,7874
13,143
13,1844
13,2182
13,3127
13,7185
14,2513
14,4653
14,5043
14,5842
14,6456
15,2810
15,5723
15,6269
15,7544
15,8031
16,1233
16,2087
16,2157
16,3266
16,4938
18,1769
18,3758
18,4837
18,6388
18,7518
19,1631
19,2927
19,3548
19,3869
19,5072
20,2987
20,3159
20,4281
20,5588
20,8053
21,140
21,1414
21,4619
21,4976
21,7026
22,1365
22,2366
22,4386
22,5963
22,6098
23,1414
23,1620
23,2397
23,6195
23,7026
24,2450
24,2666
24,4336
24,4931
24,6324
25,1101
25,1326
25,7144
25,7576
25,7811
26,3248
26,4091
26,5220
26,5702
26,6476
27,1370
27,2625
27,3054
27,4676
27,5127
28,1414
28,1853
28,4132
28,4941
28,6923
29,2218
29,2437
29,2634
29,4063
29,6767
30,1633
30,2384
30,3906
30,4164
30,5798
31,669
31,3855
31,3906
31,5842
31,7144
32,581
32,1344
32,5771
32,6811
32,7183
33,714
33,1437
33,1463
33,3758
33,7546
34,3421
34,4307
34,4612
34,6045
34,6211
35,198
35,414
35,2927
35,4475
35,4960
36,4358
36,5283
36,5601
36,7274
36,7886
37,66
37,3154
37,3421
37,5109
37,7729
38,1534
38,1727
38,2666
38,6053
38,6154
39,519
39,1133
39,1906
39,3851
39,5341
40,194
40,1365
40,2002
40,2930
40,3570
41,142
41,1414
41,2358
41,4976
41,7026
42,424
42,1020
42,2930
42,4648
42,6274
43,2787
43,3784
43,4455
43,4843
43,7490
44,768
44,868
44,1695
44,1845
44,4516
45,3046
45,3866
45,5761
45,6495
45,7033
46,435
46,3012
46,5951
46,6269
46,7551
47,1345
47,3020
47,3536
47,4402
47,8011
48,2150
48,2384
48,2685
48,2705
48,2732
49,3000
49,3248
49,4795
49,4978
49,6090
50,3860
50,5545
50,6120
50,6813
50,7321
51,1370
51,2445
51,3949
51,5310
51,5449
52,1411
52,3481
52,5433
52,6798
52,6979
53,2358
53,3560
53,4371
53,4960
53,5986
54,42
54,235
54,4337
54,5739
54,6024
55,227
55,2919
55,4082
55,5723
55,5746
56,3554
56,5958
56,6207
56,6795
56,7508
57,235
57,1017
57,2861
57,3722
57,7118
58,1410
58,3127
58,4772
58,5545
58,7036
59,3343
59,3528
59,4408
59,6269
59,7144
60,1103
60,1367
60,3824
60,6429
60,7521
61,607
61,3357
61,4400
61,4797
61,5790
62,669
62,1627
62,4572
62,4707
62,7364
63,1155
63,1769
63,2621
63,2680
63,3475
64,181
64,2257
64,4705
64,6679
64,7719
65,589
65,1769
65,2143
65,2437
65,2543
66,975
66,3537
66,4629
66,6225
66,7614
68,199
68,2114
68,5801
68,6813
68,7321
69,2279
69,3009
69,3288
69,5465
69,7758
70,2151
70,3155
70,3784
70,4177
70,5460
71,1769
71,2532
71,3399
71,3572
71,7580
72,417
72,1801
72,2810
72,4155
72,7671
73,192
73,426
73,975
73,1385
73,4636
74,230
74,307
74,2194
74,2477
74,6206
75,1062
75,1590
75,4590
75,5553
75,6969
76,2043
76,2753
76,4021
76,7537
76,7940
77,1801
77,4076
77,6274
77,6325
77,6370
78,1605
78,2582
78,3165
78,4635
78,6655
79,3440
79,5293
79,6098
79,6187
79,6798
80,856
80,2705
80,2732
80,6720
80,7026
81,1414
81,3241
81,4408
81,4857
81,7166
82,1424
82,3920
82,4009
82,6739
82,7410
83,2283
83,2680
83,2731
83,3758
83,4164
84,1790
84,2003
84,2293
84,3166
84,5743
85,2625
85,2674
85,4277
85,5987
85,7122
86,1790
86,2955
86,3971
86,4277
86,5234
87,937
87,2902
87,4612
87,7702
87,7759
88,878
88,1414
88,4103
88,6325
88,6495
89,1590
89,2089
89,2959
89,4595
89,7407
90,1481
90,3469
90,3758
90,3888
90,6533
91,139
91,3127
91,4035
91,4954
91,4968
92,55
92,383
92,1992
92,2625
92,3761
93,3746
93,4906
93,5851
93,6518
93,6948
94,1605
94,1745
94,2493
94,2703
94,6428
95,2268
95,4858
95,6368
95,7144
95,7575
96,3020
96,4742
96,5455
96,6798
96,7750
97,2437
97,5500
97,7190
97,7279
97,7875
98,43
98,2810
98,2845
98,4450
98,5016
99,184
99,1037
99,3606
99,5494
99,6207
100,2945
100,2965
100,4394
100,5820
100,6274
101,48
101,227
101,323
101,2779
101,6377
102,84
102,2891
102,3399
102,4981
102,6015
103,1790
103,2009
103,3113
103,3357
103,5012
104,21
104,975
104,1088
104,3932
104,7026
105,2437
105,4068
105,5739
105,6599
105,8026
107,2625
107,2753
107,4650
107,5325
107,7940
108,1276
108,2384
108,3758
108,5190
108,7411
109,519
109,2896
109,3828
109,5308
109,7943
110,3127
110,3941
110,5407
110,5545
110,7036
111,44
111,5390
111,6820
111,6861
111,8072
112,4103
112,6378
112,6922
112,7027
112,7101
113,360
113,693
113,3223
113,3261
113,4726
114,2810
114,3248
114,4386
114,6086
115,4436
115,5308
115,6045
115,6211
115,7729
116,744
116,1811
116,2519
116,5310
116,7327
117,2733
117,3464
