1,9
2,4
2,8
2,11
2,16
2,23
3,9
4,9
5,14
6,4
6,11
6,17
7,9
7,12
8,4
8,9
8,11
8,15
9,4
9,11
10,17
10,21
11,9
11,17
12,17
13,4
13,11
13,16
13,22
14,4
14,11
14,16
15,4
15,6
15,11
16,4
16,6
17,14
18,4
18,11
18,22
19,4
19,11
19,15
20,8
20,9
20,11
20,15
20,16
20,21
20,23
21,4
21,11
21,22
22,5
22,8
22,11
22,16
23,4
23,11
23,22
24,4
24,11
24,22
25,4
25,11
26,4
26,11
26,16
27,4
27,11
27,20
28,4
28,11
28,16
28,22
29,4
29,8
29,11
29,16
30,4
30,11
30,22
31,4
31,11
31,16
32,17
32,25
33,4
33,8
33,9
33,11
33,16
33,22
34,11
34,16
35,4
35,11
35,16
36,4
36,11
36,13
36,17
37,11
37,16
38,8
38,11
38,16
39,4
39,11
39,15
39,17
40,15
40,17
41,4
41,11
41,22
42,4
42,6
42,11
42,22
43,4
43,6
43,11
43,22
44,4
44,6
44,11
45,4
45,11
45,15
45,16
46,4
46,11
46,22
47,8
47,11
47,16
48,4
48,6
48,11
48,16
48,22
49,8
49,9
49,11
49,16
49,23
50,4
50,11
50,22
51,4
51,11
51,22
52,8
52,11
52,16
53,4
53,11
53,16
53,22
54,4
54,11
54,22
55,3
55,8
55,9
55,11
55,23
56,4
56,11
56,22
57,8
57,9
57,11
57,16
57,23
58,4
58,11
58,22
59,4
59,6
59,12
60,1
60,4
60,6
60,11
60,22
61,4
61,6
61,11
61,16
61,22
62,4
62,11
62,22
63,11
63,16
64,15
64,17
65,4
65,11
65,15
65,16
66,4
66,11
66,22
67,17
67,24
68,4
68,11
68,22
69,4
69,11
69,16
70,8
70,9
70,11
70,16
70,23
71,8
71,9
71,11
71,16
71,23
72,4
72,6
72,11
72,22
73,8
73,11
73,22
73,23
74,4
74,6
74,9
74,12
75,4
75,11
75,22
76,8
76,16
76,17
76,23
77,4
77,11
77,22
78,4
78,11
78,15
78,17
79,8
79,11
79,16
80,4
80,11
80,22
81,4
81,6
81,12
81,17
82,8
82,9
82,11
82,23
83,4
83,8
83,9
83,11
83,22
83,23
84,4
84,11
84,22
85,5
85,8
85,11
85,17
86,4
86,9
86,20
86,22
87,1
87,4
87,6
87,11
87,16
88,4
88,9
88,11
88,22
89,8
89,9
89,16
90,4
90,11
90,22
91,4
91,6
91,11
91,22
92,4
92,6
92,11
92,22
93,8
93,9
93,11
93,16
93,17
93,23
94,8
94,11
94,16
94,17
95,4
95,11
95,22
96,4
96,11
96,16
96,17
97,4
97,8
97,11
97,15
97,16
98,4
98,11
98,17
98,22
99,4
99,11
99,15
99,22
100,4
100,11
100,16
100,17
101,4
101,11
101,22
102,8
102,9
102,11
102,16
102,23
103,4
103,5
103,8
103,11
103,22
104,4
104,8
104,9
104,11
104,17
104,22
104,23
105,8
105,9
105,11
105,22
105,23
106,6
106,12
106,17
107,8
107,11
107,16
107,23
108,4
108,11
108,22
109,8
109,11
109,16
109,23
110,4
110,22
111,4
111,11
111,22
112,11
112,17
112,22
113,4
113,6
113,11
113,22
114,1
114,4
114,11
114,17
114,22
115,11
115,16
116,4
116,6
116,12
117,15
117,16
117,17
118,4
118,11
118,22
119,11
119,22
120,4
120,8
120,11
120,16
121,4
121,6
121,11
121,17
122,8
122,11
122,16
123,8
123,9
123,11
123,16
123,23
124,4
124,11
124,16
125,4
125,11
125,22
126,8
126,11
126,16
127,4
127,13
127,15
127,17
127,25
128,4
128,11
128,22
129,4
129,11
129,13
129,15
129,17
129,24
129,25
130,5
130,8
130,11
130,16
131,5
131,8
131,11
131,16
132,4
132,17
133,1
133,17
133,22
134,17
135,8
135,9
135,11
135,16
136,8
136,9
136,16
136,23
137,4
137,11
138,4
138,8
138,9
138,11
138,23
139,8
139,9
139,11
139,16
140,4
140,6
140,11
140,16
140,22
141,4
141,22
142,8
142,9
142,11
142,16
142,21
142,23
143,4
143,22
144,4
144,11
144,16
145,4
145,6
145,11
145,22
146,5
146,6
147,4
147,11
147,16
148,8
148,9
148,11
148,17
148,23
149,4
149,8
149,9
149,11
149,16
149,22
149,23
150,4
150,11
150,16
151,1
151,9
151,16
152,4
152,6
152,11
153,1
153,6
153,16
153,17
154,4
154,5
154,6
154,12
154,17
155,4
155,11
155,15
155,17
156,8
156,9
156,11
156,23
157,4
157,8
157,9
157,11
157,23
158,4
158,8
158,11
158,16
159,4
159,6
159,11
160,4
160,6
160,17
161,4
161,8
161,9
161,11
161,22
161,23
162,8
162,9
162,11
162,23
163,8
163,11
163,16
164,8
164,9
164,11
164,22
164,23
165,11
166,8
166,9
166,11
166,23
167,4
167,6
167,11
168,4
168,9
168,16
168,22
169,4
169,6
169,11
169,22
170,4
170,5
170,8
170,9
170,11
170,16
170,22
171,4
171,11
171,16
171,23
172,4
172,8
172,9
172,11
172,23
173,4
173,6
173,11
174,8
174,11
174,16
174,23
175,9
175,12
176,4
176,13
176,17
176,25
177,4
177,11
177,17
178,4
178,11
178,22
179,4
179,11
179,15
179,16
180,4
180,8
180,9
180,11
180,16
180,23
181,4
181,11
181,16
182,4
182,6
182,11
182,22
183,4
183,6
184,4
184,5
184,17
184,22
185,4
185,6
185,12
186,4
186,22
187,4
187,6
187,11
187,22
188,4
188,6
188,9
188,11
189,4
189,11
189,15
189,16
189,22
189,23
190,4
190,11
190,22
191,4
191,6
191,11
192,4
192,11
192,13
192,17
192,25
193,11
193,15
193,16
193,17
194,8
194,9
194,21
194,23
195,4
195,11
195,22
196,8
196,11
196,16
197,6
197,11
197,17
197,20
198,3
198,8
198,9
198,11
198,23
199,8
199,9
199,11
199,20
199,23
200,8
200,9
200,11
200,23
201,4
201,5
201,6
202,4
202,8
202,9
202,11
202,23
203,4
203,9
203,11
203,22
204,6
204,11
204,22
205,11
205,15
205,16
205,17
206,8
206,9
206,11
206,16
206,22
206,23
207,6
207,11
207,22
208,4
208,6
208,9
208,12
209,4
209,8
209,9
209,11
209,16
209,23
210,4
210,5
210,6
210,12
211,4
211,11
211,17
212,4
212,5
212,8
212,11
213,5
213,8
213,11
213,16
214,11
214,15
214,17
214,25
215,4
215,11
215,22
216,6
216,8
216,11
216,23
217,4
217,16
218,8
218,9
218,11
218,16
219,4
219,8
219,9
219,22
219,23
220,8
220,11
220,16
221,4
221,9
221,16
222,1
222,4
222,11
222,17
222,22
223,4
223,11
223,16
224,16
225,6
225,11
225,22
226,5
226,6
227,8
227,9
227,11
227,21
227,23
228,4
228,6
228,11
228,16
228,22
229,4
229,6
229,12
230,4
230,5
230,6
230,11
230,12
231,4
231,11
231,16
232,4
232,22
233,4
233,11
233,13
234,4
234,6
234,11
235,4
236,8
236,9
236,16
237,4
237,6
237,11
237,22
238,4
238,6
238,11
239,4
239,6
239,11
239,17
240,4
240,6
240,11
240,22
241,11
241,16
241,17
242,4
242,6
242,16
243,4
243,9
243,11
243,12
244,5
244,11
244,22
245,8
245,9
245,11
245,16
245,23
246,4
246,6
246,17
246,22
247,4
247,6
247,11
247,22
248,4
248,6
248,12
248,22
249,3
249,4
249,8
250,9
250,15
250,17
251,4
251,9
251,15
252,4
252,5
252,11
252,22
253,4
253,11
253,16
253,22
254,6
254,11
254,22
255,4
255,11
255,16
255,22
256,8
256,9
256,11
256,16
256,23
257,4
257,6
257,11
257,22
258,4
258,11
258,16
258,22
259,8
259,9
259,11
259,16
259,23
260,8
260,9
260,11
260,16
261,4
261,17
261,25
262,4
262,11
262,16
262,17
263,4
263,9
263,11
263,22
264,6
264,11
264,17
264,22
265,4
265,6
265,11
266,4
266,9
266,11
266,22
267,4
267,11
267,22
